type,conv_type,groups,c_in,h_in,w_in,k1,k2,c_out,h_out,w_out,MACs,Flash,latency,MACs/latency
conv2d,DepthWise,576,576,14,14,3,3,576,12,12,747072,7488,9.46,78971
eltwise,DepthWise,64,64,9,9,3,3,64,4,4,9280,832,0.131,70839
pad,DepthWise,512,512,6,6,3,3,512,4,4,74240,6656,1.149,64612
conv2d,,,104,44,44,,,104,50,50,0,0,0.527,
conv2d,DepthWise,48,48,58,58,3,3,48,56,56,1354800,624,14.598,92807
pad,DepthWise,40,40,50,50,3,3,40,48,48,829480,520,8.998,92184
conv2d,,,112,36,36,,,112,38,38,0,0,0.284,
conv2d,DepthWise,40,40,50,50,3,3,40,48,48,829480,520,9.002,92143
eltwise,DepthWise,40,40,50,50,3,3,40,48,48,829480,520,8.971,92462
conv2d,,,64,20,20,,,64,22,22,0,0,0.05,
pad,DepthWise,40,40,50,50,3,3,40,48,48,829480,520,8.999,92174
conv2d,DepthWise,208,208,12,12,3,3,208,10,10,187408,2704,2.116,88567
conv2d,,,48,56,56,,,48,60,60,0,0,0.315,
eltwise,DepthWise,192,192,16,16,3,3,192,7,7,84864,2496,1.028,82552
pad,,,80,12,12,,,80,16,16,0,0,0.024,
conv2d,DepthWise,128,128,11,11,3,3,128,5,5,28928,1664,0.377,76732
conv2d,DepthWise,32,32,18,18,3,3,32,8,8,18464,416,0.219,84310
pad,DepthWise,96,96,20,20,3,3,96,9,9,70080,1248,0.812,86305
conv2d,DepthWise,576,576,10,10,3,3,576,8,8,332352,7488,4.372,76018
conv2d,,,48,48,48,,,48,52,52,0,0,0.285,
pad,DepthWise,128,128,14,14,3,3,128,6,6,41600,1664,0.516,80620
conv2d,DepthWise,80,80,8,8,3,3,80,6,6,26000,1040,0.317,82018
pad,DepthWise,144,144,18,18,3,3,144,16,16,331920,1872,3.62,91690
conv2d,DepthWise,208,208,14,14,3,3,208,12,12,269776,2704,3.049,88480
conv2d,,,80,7,7,,,80,9,9,0,0,0.009,
conv2d,DepthWise,64,64,10,10,3,3,64,4,4,9280,832,0.133,69774
pad,,,,,,,,80,7,7,3920,0,0.344,11395
conv2d,,,320,6,6,,,320,8,8,0,0,0.026,
conv2d,DepthWise,80,80,6,6,3,3,80,4,4,11600,1040,0.161,72049
conv2d,DepthWise,80,80,6,6,3,3,80,4,4,11600,1040,0.163,71165
conv2d,,,,,,,,320,6,6,11520,0,1.009,11417
pad,,,80,56,56,,,80,58,58,0,0,0.482,
conv2d,DepthWise,64,64,34,34,3,3,64,16,16,147520,832,1.653,89243
conv2d,DepthWise,16,16,66,66,3,3,16,32,32,147472,208,1.698,86850
eltwise,DepthWise,96,96,16,16,3,3,96,7,7,42432,1248,0.509,83363
pad,,,192,12,12,,,192,14,14,0,0,0.065,
conv2d,DepthWise,96,96,38,38,3,3,96,18,18,280032,1248,3.101,90303
conv2d,DepthWise,24,24,16,16,3,3,24,14,14,42360,312,0.478,88619
pad,,,,,,,,192,12,12,27648,0,2.431,11373
conv2d,,,1152,3,3,,,1152,5,5,0,0,0.04,
conv2d,DepthWise,320,320,5,5,3,3,320,3,3,26240,4160,0.443,59232
conv2d,,,,,,,,384,3,3,3456,0,0.305,11331
eltwise,DepthWise,48,48,9,9,3,3,48,7,7,21216,624,0.252,84190
pad,,,80,64,64,,,80,66,66,0,0,0.704,
conv2d,DepthWise,128,128,12,12,3,3,128,10,10,115328,1664,1.286,89679
conv2d,DepthWise,1728,1728,4,4,3,3,1728,2,2,63936,22464,1.596,40060
pad,,,48,40,40,,,48,46,46,0,0,0.167,
conv2d,DepthWise,96,96,30,30,3,3,96,14,14,169440,1248,1.899,89225
conv2d,,,576,8,8,,,576,10,10,0,0,0.087,
conv2d,DepthWise,192,192,14,14,3,3,192,12,12,249024,2496,2.761,90193
pad,,,,,,,,96,8,8,6144,0,0.539,11398
conv2d,DepthWise,128,128,30,30,3,3,128,14,14,225920,1664,2.548,88665
conv2d,DepthWise,128,128,5,5,3,3,128,3,3,10496,1664,0.173,60670
eltwise,,,240,30,30,,,240,34,34,0,0,0.494,
conv2d,,,672,12,12,,,672,14,14,0,0,0.221,
pad,DepthWise,120,120,24,24,3,3,120,11,11,130800,1560,1.497,87374
conv2d,,,80,7,7,,,80,11,11,0,0,0.011,
conv2d,DepthWise,88,88,4,4,3,3,88,2,2,3256,1144,0.078,41743
eltwise,,,72,40,40,,,72,42,42,0,0,0.291,
pad,DepthWise,80,80,14,14,3,3,80,6,6,26000,1040,0.32,81249
conv2d,DepthWise,480,480,16,16,3,3,480,7,7,212160,6240,2.773,76509
conv2d,,,,,,,,72,40,40,115200,0,10.134,11367
conv2d,,,56,16,16,,,56,18,18,0,0,0.035,
pad,DepthWise,16,16,9,9,3,3,16,7,7,7072,208,0.091,77714
conv2d,DepthWise,48,48,26,26,3,3,48,12,12,62256,624,0.709,87808
conv2d,DepthWise,48,48,32,32,3,3,48,15,15,97248,624,1.095,88810
conv2d,,,,,,,,56,16,16,14336,0,1.258,11395
pad,,,16,96,96,,,16,98,98,0,0,0.281,
conv2d,,,80,6,6,,,80,8,8,0,0,0.007,
conv2d,DepthWise,96,96,6,6,3,3,96,2,2,3552,1248,0.085,41788
pad,DepthWise,128,128,6,6,3,3,128,2,2,4736,1664,0.112,42285
conv2d,DepthWise,88,88,32,32,3,3,88,30,30,712888,1144,7.643,93273
conv2d,,,56,8,8,,,56,10,10,0,0,0.008,
conv2d,DepthWise,96,96,12,12,3,3,96,5,5,21696,1248,0.283,76664
pad,DepthWise,96,96,15,15,3,3,96,13,13,146112,1248,1.601,91262
conv2d,DepthWise,16,16,10,10,3,3,16,8,8,9232,208,0.115,80278
conv2d,,,,,,,,56,8,8,3584,0,0.315,11377
eltwise,DepthWise,24,24,42,42,3,3,24,20,20,86424,312,0.982,88008
pad,,,384,10,10,,,384,12,12,0,0,0.087,
conv2d,DepthWise,112,112,6,6,3,3,112,4,4,16240,1456,0.229,70917
conv2d,,,192,40,40,,,192,42,42,0,0,0.63,
conv2d,,,480,14,14,,,480,16,16,0,0,0.208,
eltwise,DepthWise,128,128,16,16,3,3,128,14,14,225920,1664,2.476,91243
conv2d,DepthWise,192,192,9,9,3,3,192,7,7,84864,2496,1.006,84357
pad,DepthWise,168,168,5,5,3,3,168,3,3,13776,2184,0.225,61226
conv2d,,,112,16,16,,,112,18,18,0,0,0.064,
conv2d,DepthWise,64,64,20,20,3,3,64,9,9,46720,832,0.542,86199
eltwise,DepthWise,240,240,5,5,3,3,240,3,3,19680,3120,0.322,61118
conv2d,DepthWise,112,112,34,34,3,3,112,32,32,1032304,1456,11.062,93319
conv2d,,,,,,,,112,16,16,28672,0,2.51,11423
pad,,,96,6,6,,,96,8,8,0,0,0.008,
conv2d,DepthWise,48,48,42,42,3,3,48,20,20,172848,624,1.927,89697
conv2d,DepthWise,384,384,6,6,3,3,384,4,4,55680,4992,0.804,69253
pad,DepthWise,144,144,14,14,3,3,144,12,12,186768,1872,2.055,90884
conv2d,,,,,,,,96,6,6,3456,0,0.304,11368
conv2d,,,8,128,128,,,8,130,130,0,0,0.252,
pad,,,112,44,44,,,112,48,48,0,0,0.471,
conv2d,DepthWise,16,16,66,66,3,3,16,32,32,147472,208,1.698,86850
conv2d,,,256,10,10,,,256,12,12,0,0,0.054,
conv2d,DepthWise,48,48,42,42,3,3,48,20,20,172848,624,1.926,89744
pad,DepthWise,384,384,9,9,3,3,384,4,4,55680,4992,0.824,67572
conv2d,,,24,80,80,,,24,82,82,0,0,0.382,
conv2d,DepthWise,48,48,30,30,3,3,48,28,28,338736,624,3.662,92500
conv2d,DepthWise,96,96,22,22,3,3,96,10,10,86496,1248,0.998,86669
eltwise,DepthWise,80,80,16,16,3,3,80,7,7,35360,1040,0.424,83396
conv2d,,,64,24,24,,,64,28,28,0,0,0.082,
eltwise,DepthWise,8,8,50,50,3,3,8,48,48,165896,104,1.996,83114
conv2d,DepthWise,480,480,6,6,3,3,480,4,4,69600,6240,1.047,66475
eltwise,,,56,60,60,,,56,64,64,0,0,0.399,
pad,DepthWise,128,128,6,6,3,3,128,2,2,4736,1664,0.114,41543
conv2d,,,8,104,104,,,8,106,106,0,0,0.171,
eltwise,DepthWise,352,352,10,10,3,3,352,8,8,203104,4576,2.463,82462
conv2d,DepthWise,128,128,26,26,3,3,128,12,12,166016,1664,1.871,88731
conv2d,,,16,56,56,,,16,58,58,0,0,0.099,
conv2d,,,432,14,14,,,432,16,16,0,0,0.176,
eltwise,DepthWise,208,208,16,16,3,3,208,14,14,367120,2704,4.072,90157
eltwise,DepthWise,208,208,16,16,3,3,208,14,14,367120,2704,4.049,90669
eltwise,,,1056,5,5,,,1056,7,7,0,0,0.071,
eltwise,DepthWise,208,208,16,16,3,3,208,14,14,367120,2704,4.087,89826
eltwise,DepthWise,208,208,16,16,3,3,208,14,14,367120,2704,4.071,90179
conv2d,,,,,,,,176,5,5,4400,0,0.387,11369
conv2d,DepthWise,80,80,34,34,3,3,80,16,16,184400,1040,2.052,89863
conv2d,DepthWise,256,256,32,32,3,3,256,30,30,2073856,3328,23.712,87460
conv2d,DepthWise,448,448,8,8,3,3,448,6,6,145600,5824,1.924,75675
eltwise,,,8,96,96,,,8,98,98,0,0,0.149,
eltwise,DepthWise,144,144,26,26,3,3,144,24,24,746640,1872,8.04,92865
eltwise,DepthWise,40,40,26,26,3,3,40,24,24,207400,520,2.249,92218
eltwise,DepthWise,224,224,12,12,3,3,224,10,10,201824,2912,2.29,88132
pad,,,128,9,9,,,128,11,11,0,0,0.019,
conv2d,DepthWise,64,64,15,15,3,3,64,7,7,28288,832,0.339,83445
conv2d,DepthWise,64,64,10,10,3,3,64,4,4,9280,832,0.132,70303
pad,,,56,24,24,,,56,26,26,0,0,0.066,
conv2d,DepthWise,80,80,30,30,3,3,80,14,14,141200,1040,1.585,89085
conv2d,,,576,3,3,,,576,5,5,0,0,0.02,
conv2d,DepthWise,96,96,18,18,3,3,96,8,8,55392,1248,0.651,85087
eltwise,,,,,,,,96,3,3,864,0,0.078,11076
pad,DepthWise,96,96,58,58,3,3,96,28,28,677472,1248,7.478,90595
conv2d,DepthWise,112,112,10,10,3,3,112,8,8,64624,1456,0.739,87447
conv2d,,,,,,,,192,7,7,18816,384,0.304,61894
conv2d,DepthWise,40,40,38,38,3,3,40,18,18,116680,520,1.306,89341
pad,,,,,,,,192,7,7,9408,0,0.824,11417
conv2d,,,192,7,7,,,192,9,9,0,0,0.026,
conv2d,DepthWise,72,72,30,30,3,3,72,28,28,508104,936,5.471,92872
conv2d,,,,,,,,192,7,7,9408,0,0.827,11376
pad,DepthWise,72,72,30,30,3,3,72,28,28,508104,936,5.467,92940
conv2d,DepthWise,72,72,30,30,3,3,72,28,28,508104,936,5.456,93127
conv2d,DepthWise,72,72,30,30,3,3,72,28,28,508104,936,5.476,92787
pad,,,,,,,,192,7,7,9408,0,0.826,11389
conv2d,,,,,,,,192,7,7,9408,0,0.823,11431
conv2d,,,,,,,,192,7,7,9408,0,0.823,11431
conv2d,,,,,,,,192,7,7,9408,0,0.19,49515
pad,,,,,,,,192,7,7,9408,0,0.17,55341
conv2d,DepthWise,256,256,14,14,3,3,256,12,12,332032,3328,3.751,88518
pad,DepthWise,48,48,22,22,3,3,48,10,10,43248,624,0.499,86669
conv2d,,,,,,,,192,7,7,9408,0,0.827,11376
conv2d,,,,,,,,192,7,7,9408,0,0.823,11431
conv2d,,,,,,,,192,7,7,9408,0,0.824,11417
conv2d,,,,,,,,192,7,7,9408,0,0.823,11431
pad,,,576,14,14,,,576,16,16,0,0,0.251,
conv2d,DepthWise,72,72,82,82,3,3,72,40,40,1036872,936,11.424,90762
conv2d,DepthWise,960,960,11,11,3,3,960,9,9,700800,12480,9.625,72810
eltwise,,,32,48,48,,,32,52,52,0,0,0.182,
conv2d,DepthWise,432,432,14,14,3,3,432,12,12,560304,5616,6.773,82726
pad,DepthWise,128,128,10,10,3,3,128,8,8,73856,1664,0.85,86889
conv2d,,,624,10,10,,,624,12,12,0,0,0.134,
conv2d,DepthWise,32,32,22,22,3,3,32,20,20,115232,416,1.27,90733
eltwise,,,,,,,,104,10,10,10400,0,0.909,11441
pad,,,768,8,8,,,768,10,10,0,0,0.118,
conv2d,DepthWise,96,96,16,16,3,3,96,14,14,169440,1248,1.848,91688
conv2d,DepthWise,64,64,26,26,3,3,64,12,12,83008,832,0.944,87932
eltwise,DepthWise,80,80,24,24,3,3,80,22,22,348560,1040,3.738,93247
pad,DepthWise,240,240,14,14,3,3,240,12,12,311280,3120,3.479,89473
conv2d,,,176,44,44,,,176,48,48,0,0,0.752,
pad,,,16,56,56,,,16,60,60,0,0,0.107,
conv2d,DepthWise,8,8,42,42,3,3,8,40,40,115208,104,1.386,83122
conv2d,,,72,5,5,,,72,7,7,0,0,0.005,
conv2d,DepthWise,80,80,17,17,3,3,80,8,8,46160,1040,0.542,85166
pad,DepthWise,96,96,42,42,3,3,96,40,40,1382496,1248,14.923,92641
conv2d,DepthWise,224,224,8,8,3,3,224,6,6,72800,2912,0.885,82259
conv2d,,,,,,,,72,5,5,1800,0,0.159,11320
conv2d,DepthWise,624,624,12,12,3,3,624,10,10,562224,8112,7.345,76545
pad,DepthWise,528,528,12,12,3,3,528,10,10,475728,6864,6.071,78360
conv2d,,,1152,3,3,,,1152,5,5,0,0,0.04,
conv2d,,,,,,,,192,3,3,1728,0,0.153,11294
conv2d,DepthWise,64,64,20,20,3,3,64,9,9,46720,832,0.544,85882
conv2d,,,32,56,56,,,32,58,58,0,0,0.232,
pad,DepthWise,96,96,17,17,3,3,96,8,8,55392,1248,0.649,85349
conv2d,DepthWise,16,16,98,98,3,3,16,48,48,331792,208,3.805,87198
conv2d,,,56,52,52,,,56,54,54,0,0,0.308,
pad,,,80,32,32,,,80,34,34,0,0,0.154,
conv2d,DepthWise,40,40,58,58,3,3,40,56,56,1129000,520,12.195,92578
conv2d,DepthWise,32,32,50,50,3,3,32,24,24,165920,416,1.859,89252
conv2d,,,,,,,,80,32,32,81920,0,7.173,11420
pad,DepthWise,48,48,24,24,3,3,48,11,11,52320,624,0.598,87491
conv2d,,,624,3,3,,,624,5,5,0,0,0.021,
conv2d,DepthWise,32,32,58,58,3,3,32,28,28,225824,416,2.52,89612
conv2d,DepthWise,128,128,58,58,3,3,128,56,56,3612800,1664,38.883,92914
eltwise,,,,,,,,104,3,3,936,0,0.084,11142
pad,,,64,40,40,,,64,44,44,0,0,0.22,
conv2d,DepthWise,128,128,6,6,3,3,128,2,2,4736,1664,0.113,41911
conv2d,DepthWise,416,416,12,12,3,3,416,10,10,374816,5408,4.539,82576
conv2d,DepthWise,64,64,14,14,3,3,64,12,12,83008,832,0.913,90917
conv2d,,,88,4,4,,,88,6,6,0,0,0.005,
conv2d,DepthWise,104,104,32,32,3,3,104,15,15,210704,1352,2.359,89319
pad,DepthWise,80,80,4,4,3,3,80,2,2,2960,1040,0.069,42898
conv2d,,,,,,,,88,4,4,1408,0,0.124,11354
conv2d,,,896,7,7,,,896,9,9,0,0,0.108,
pad,DepthWise,112,112,16,16,3,3,112,7,7,49504,1456,0.594,83340
conv2d,,,16,32,32,,,16,34,34,0,0,0.031,
conv2d,DepthWise,24,24,42,42,3,3,24,40,40,345624,312,3.799,90977
conv2d,DepthWise,40,40,5,5,3,3,40,3,3,3280,520,0.057,57543
eltwise,DepthWise,96,96,42,42,3,3,96,40,40,1382496,1248,14.921,92654
pad,,,8,104,104,,,8,110,110,0,0,0.191,
conv2d,DepthWise,160,160,5,5,3,3,160,3,3,13120,2080,0.216,60740
conv2d,DepthWise,72,72,26,26,3,3,72,24,24,373320,936,4.003,93260
conv2d,DepthWise,112,112,15,15,3,3,112,7,7,49504,1456,0.593,83480
pad,DepthWise,128,128,26,26,3,3,128,12,12,166016,1664,1.881,88259
conv2d,,,320,24,24,,,320,26,26,0,0,0.389,
conv2d,DepthWise,112,112,18,18,3,3,112,16,16,258160,1456,2.797,92298
pad,,,64,28,28,,,64,30,30,0,0,0.11,
conv2d,DepthWise,16,16,34,34,3,3,16,16,16,36880,208,0.43,85767
conv2d,DepthWise,512,512,5,5,3,3,512,3,3,41984,6656,0.756,55534
pad,DepthWise,512,512,5,5,3,3,512,3,3,41984,6656,0.758,55387
conv2d,,,32,80,80,,,32,84,84,0,0,0.42,
conv2d,DepthWise,512,512,5,5,3,3,512,3,3,41984,6656,0.752,55829
conv2d,,,,,,,,40,12,12,11520,80,0.163,70674
eltwise,DepthWise,512,512,5,5,3,3,512,3,3,41984,6656,0.758,55387
conv2d,,,,,,,,40,12,12,5760,0,0.501,11497
pad,,,40,12,12,,,40,14,14,0,0,0.014,
conv2d,,,,,,,,40,12,12,5760,0,0.503,11451
conv2d,DepthWise,576,576,8,8,3,3,576,6,6,187200,7488,2.565,72982
pad,DepthWise,832,832,15,15,3,3,832,7,7,367744,10816,5.165,71199
conv2d,DepthWise,640,640,10,10,3,3,640,8,8,369280,8320,4.963,74406
pad,,,,,,,,40,12,12,5760,0,0.503,11451
conv2d,,,,,,,,40,12,12,5760,0,0.503,11451
conv2d,,,,,,,,40,12,12,5760,0,0.503,11451
pad,,,,,,,,40,12,12,5760,0,0.116,49655
conv2d,,,,,,,,40,12,12,5760,0,0.103,55922
conv2d,DepthWise,48,48,18,18,3,3,48,8,8,27696,624,0.326,84957
pad,DepthWise,96,96,66,66,3,3,96,32,32,884832,1248,9.771,90556
conv2d,DepthWise,48,48,54,54,3,3,48,26,26,292080,624,3.231,90399
pad,,,,,,,,40,12,12,5760,0,0.504,11428
conv2d,,,,,,,,40,12,12,5760,0,0.502,11474
conv2d,,,,,,,,40,12,12,5760,0,0.503,11451
pad,,,,,,,,40,12,12,5760,0,0.503,11451
conv2d,,,128,5,5,,,128,7,7,0,0,0.008,
conv2d,DepthWise,32,32,66,66,3,3,32,32,32,294944,416,3.305,89241
conv2d,DepthWise,104,104,10,10,3,3,104,8,8,60008,1352,0.691,86842
pad,,,512,11,11,,,512,17,17,0,0,0.203,
conv2d,DepthWise,192,192,5,5,3,3,192,3,3,15744,2496,0.261,60321
conv2d,,,48,56,56,,,48,58,58,0,0,0.291,
pad,DepthWise,64,64,10,10,3,3,64,4,4,9280,832,0.132,70303
conv2d,DepthWise,480,480,22,22,3,3,480,10,10,432480,6240,5.468,79092
conv2d,,,480,5,5,,,480,7,7,0,0,0.029,
conv2d,DepthWise,112,112,46,46,3,3,112,22,22,487984,1456,5.401,90350
eltwise,DepthWise,48,48,50,50,3,3,48,48,48,995376,624,10.725,92808
conv2d,,,,,,,,480,5,5,12000,0,1.052,11406
pad,,,16,80,80,,,16,84,84,0,0,0.211,
conv2d,DepthWise,24,24,66,66,3,3,24,64,64,884760,312,9.692,91287
conv2d,,,64,48,48,,,64,50,50,0,0,0.336,
conv2d,DepthWise,112,112,10,10,3,3,112,4,4,16240,1456,0.23,70608
conv2d,DepthWise,384,384,16,16,3,3,384,14,14,677760,4992,8.06,84089
conv2d,,,48,16,16,,,48,18,18,0,0,0.026,
conv2d,DepthWise,768,768,14,14,3,3,768,6,6,249600,9984,3.592,69487
conv2d,DepthWise,32,32,66,66,3,3,32,32,32,294944,416,3.3,89376
conv2d,DepthWise,32,32,26,26,3,3,32,12,12,41504,416,0.476,87193
conv2d,,,,,,,,48,16,16,12288,0,1.076,11420
pad,DepthWise,192,192,18,18,3,3,192,16,16,442560,2496,4.845,91343
conv2d,,,48,64,64,,,48,66,66,0,0,0.377,
conv2d,DepthWise,40,40,5,5,3,3,40,3,3,3280,520,0.057,57543
pad,,,240,28,28,,,240,30,30,0,0,0.364,
conv2d,DepthWise,24,24,34,34,3,3,24,32,32,221208,312,2.435,90845
conv2d,,,24,32,32,,,24,34,34,0,0,0.049,
conv2d,DepthWise,192,192,12,12,3,3,192,10,10,172992,2496,1.951,88668
eltwise,DepthWise,48,48,16,16,3,3,48,14,14,84720,624,0.928,91293
pad,,,320,7,7,,,320,11,11,0,0,0.042,
conv2d,DepthWise,80,80,5,5,3,3,80,3,3,6560,1040,0.111,59099
conv2d,DepthWise,80,80,5,5,3,3,80,3,3,6560,1040,0.111,59099
conv2d,,,144,13,13,,,144,17,17,0,0,0.057,
pad,DepthWise,80,80,5,5,3,3,80,3,3,6560,1040,0.11,59636
conv2d,DepthWise,80,80,5,5,3,3,80,3,3,6560,1040,0.109,60183
pad,,,16,56,56,,,16,62,62,0,0,0.112,
conv2d,,,704,4,4,,,704,6,6,0,0,0.026,
conv2d,DepthWise,96,96,12,12,3,3,96,10,10,86496,1248,0.969,89263
pad,DepthWise,96,96,34,34,3,3,96,32,32,884832,1248,9.503,93110
conv2d,,,208,2,2,,,208,4,4,0,0,0.005,
pad,DepthWise,104,104,5,5,3,3,104,3,3,8528,1352,0.142,60056
conv2d,DepthWise,216,216,4,4,3,3,216,2,2,7992,2808,0.181,44154
conv2d,,,64,28,28,,,64,32,32,0,0,0.111,
conv2d,DepthWise,40,40,5,5,3,3,40,3,3,3280,520,0.057,57543
pad,DepthWise,40,40,5,5,3,3,40,3,3,3280,520,0.057,57543
conv2d,DepthWise,40,40,5,5,3,3,40,3,3,3280,520,0.057,57543
pad,,,24,112,112,,,24,116,116,0,0,0.585,
conv2d,DepthWise,40,40,5,5,3,3,40,3,3,3280,520,0.056,58571
conv2d,,,336,16,16,,,336,18,18,0,0,0.175,
pad,DepthWise,48,48,42,42,3,3,48,20,20,172848,624,1.925,89791
conv2d,DepthWise,64,64,5,5,3,3,64,3,3,5248,832,0.088,59636
conv2d,,,,,,,,56,16,16,14336,0,1.252,11450
conv2d,DepthWise,32,32,38,38,3,3,32,36,36,373280,416,4.06,91940
eltwise,DepthWise,40,40,8,8,3,3,40,6,6,13000,520,0.161,80745
conv2d,,,768,16,16,,,768,18,18,0,0,0.44,
pad,DepthWise,320,320,10,10,3,3,320,8,8,184640,4160,2.217,83283
conv2d,DepthWise,80,80,10,10,3,3,80,8,8,46160,1040,0.534,86441
conv2d,,,,,,,,128,16,16,32768,0,2.865,11437
conv2d,,,56,40,40,,,56,46,46,0,0,0.227,
pad,,,512,6,6,,,512,8,8,0,0,0.048,
conv2d,DepthWise,64,64,11,11,3,3,64,5,5,14464,832,0.188,76936
conv2d,DepthWise,240,240,7,7,3,3,240,5,5,54240,3120,0.697,77819
eltwise,,,,,,,,512,6,6,18432,0,1.615,11413
pad,,,80,5,5,,,80,7,7,0,0,0.006,
conv2d,DepthWise,128,128,8,8,3,3,128,6,6,41600,1664,0.505,82376
conv2d,DepthWise,192,192,20,20,3,3,192,18,18,560064,2496,6.175,90698
conv2d,,,,,,,,80,5,5,2000,0,0.176,11363
eltwise,DepthWise,176,176,20,20,3,3,176,9,9,128480,2288,1.508,85198
pad,,,24,56,56,,,24,58,58,0,0,0.148,
conv2d,DepthWise,32,32,26,26,3,3,32,12,12,41504,416,0.477,87010
pad,DepthWise,112,112,30,30,3,3,112,14,14,197680,1456,2.208,89528
conv2d,,,40,80,80,,,40,82,82,0,0,0.519,
conv2d,DepthWise,8,8,82,82,3,3,8,80,80,460808,104,5.546,83088
conv2d,,,320,5,5,,,320,7,7,0,0,0.019,
pad,DepthWise,224,224,5,5,3,3,224,3,3,18368,2912,0.303,60620
conv2d,DepthWise,576,576,7,7,3,3,576,5,5,130176,7488,1.875,69427
conv2d,DepthWise,24,24,98,98,3,3,24,96,96,1990680,312,21.941,90728
pad,,,,,,,,320,5,5,8000,0,0.702,11396
conv2d,DepthWise,96,96,22,22,3,3,96,20,20,345696,1248,3.731,92655
conv2d,,,,,,,,88,16,16,45056,176,0.681,66161
conv2d,DepthWise,112,112,42,42,3,3,112,20,20,403312,1456,4.483,89964
eltwise,,,,,,,,88,16,16,22528,0,1.974,11412
conv2d,,,88,16,16,,,88,18,18,0,0,0.048,
pad,DepthWise,720,720,7,7,3,3,720,5,5,162720,9360,2.396,67913
conv2d,,,,,,,,88,16,16,22528,0,1.975,11406
pad,DepthWise,64,64,46,46,3,3,64,22,22,278848,832,3.083,90446
conv2d,DepthWise,288,288,14,14,3,3,288,12,12,373536,3744,4.307,86727
pad,DepthWise,432,432,5,5,3,3,432,3,3,35424,5616,0.61,58072
conv2d,,,,,,,,88,16,16,22528,0,1.973,11418
conv2d,,,,,,,,88,16,16,22528,0,1.972,11423
pad,,,,,,,,88,16,16,22528,0,1.976,11400
conv2d,,,,,,,,88,16,16,22528,0,0.456,49403
conv2d,,,,,,,,88,16,16,22528,0,0.41,54946
pad,DepthWise,16,16,66,66,3,3,16,64,64,589840,208,6.622,89072
conv2d,DepthWise,80,80,26,26,3,3,80,24,24,414800,1040,4.467,92858
pad,,,,,,,,88,16,16,22528,0,1.979,11383
conv2d,,,,,,,,88,16,16,22528,0,1.972,11423
conv2d,,,,,,,,88,16,16,22528,0,1.971,11429
conv2d,,,,,,,,88,16,16,22528,0,1.974,11412
pad,,,192,8,8,,,192,12,12,0,0,0.03,
conv2d,DepthWise,32,32,58,58,3,3,32,28,28,225824,416,2.52,89612
pad,,,72,3,3,,,72,5,5,0,0,0.003,
conv2d,DepthWise,48,48,26,26,3,3,48,12,12,62256,624,0.707,88056
conv2d,DepthWise,96,96,22,22,3,3,96,20,20,345696,1248,3.725,92804
conv2d,DepthWise,128,128,4,4,3,3,128,2,2,4736,1664,0.111,42666
conv2d,,,,,,,,72,3,3,648,0,0.058,11172
conv2d,,,128,6,6,,,128,8,8,0,0,0.01,
pad,DepthWise,24,24,5,5,3,3,24,3,3,1968,312,0.037,53189
conv2d,DepthWise,56,56,30,30,3,3,56,28,28,395192,728,4.243,93139
conv2d,,,48,3,3,,,48,5,5,0,0,0.003,
eltwise,DepthWise,128,128,18,18,3,3,128,8,8,73856,1664,0.874,84503
pad,DepthWise,112,112,17,17,3,3,112,8,8,64624,1456,0.758,85255
conv2d,,,,,,,,72,2,2,576,144,0.031,18580
conv2d,DepthWise,80,80,34,34,3,3,80,32,32,737360,1040,7.895,93395
pad,,,,,,,,72,2,2,288,0,0.027,10666
conv2d,,,72,2,2,,,72,4,4,0,0,0.003,
conv2d,DepthWise,24,24,58,58,3,3,24,28,28,169368,312,1.907,88813
conv2d,,,,,,,,72,2,2,288,0,0.027,10666
pad,DepthWise,64,64,7,7,3,3,64,5,5,14464,832,0.187,77347
conv2d,DepthWise,96,96,30,30,3,3,96,14,14,169440,1248,1.893,89508
conv2d,,,,,,,,72,2,2,288,0,0.027,10666
conv2d,,,,,,,,72,2,2,288,0,0.026,11076
eltwise,,,,,,,,72,2,2,288,0,0.026,11076
pad,,,,,,,,72,2,2,288,0,0.008,35999
conv2d,,,,,,,,72,2,2,288,0,0.006,47999
conv2d,DepthWise,48,48,16,16,3,3,48,14,14,84720,624,0.929,91194
pad,,,,,,,,72,2,2,288,0,0.027,10666
conv2d,,,,,,,,72,2,2,288,0,0.027,10666
conv2d,,,,,,,,72,2,2,288,0,0.027,10666
pad,,,,,,,,72,2,2,288,0,0.027,10666
conv2d,,,112,8,8,,,112,10,10,0,0,0.014,
pad,DepthWise,64,64,12,12,3,3,64,5,5,14464,832,0.189,76529
conv2d,DepthWise,240,240,16,16,3,3,240,7,7,106080,3120,1.299,81662
conv2d,DepthWise,208,208,12,12,3,3,208,10,10,187408,2704,2.117,88525
conv2d,,,960,9,9,,,960,15,15,0,0,0.28,
eltwise,DepthWise,96,96,26,26,3,3,96,24,24,497760,1248,5.35,93039
conv2d,,,24,48,48,,,24,50,50,0,0,0.109,
pad,DepthWise,64,64,28,28,3,3,64,13,13,97408,832,1.099,88633
conv2d,DepthWise,384,384,16,16,3,3,384,14,14,677760,4992,8.039,84308
conv2d,,,64,40,40,,,64,44,44,0,0,0.219,
pad,DepthWise,336,336,9,9,3,3,336,7,7,148512,4368,1.816,81779
